Order_ID,Order_Date,Ship_Mode,Customer_Segment,Region,Category,Product,Quantity,Unit_Price,Discount,Sales,Profit,Month,Quarter
ORD-1076,2023-01-24 01:44:29.224353,Standard Class,Consumer,West,Clothing,Shoes,3,75.95,0.0,227.85,54.12,January,2023Q1
ORD-1077,2023-01-24 09:01:39.082568,Second Class,Corporate,East,Electronics,Smartphone,4,274.93,0.0,1099.72,184.34,January,2023Q1
ORD-1078,2023-01-24 16:18:48.940783,Standard Class,Consumer,South,Furniture,Bookshelf,3,377.22,0.05,1075.08,241.38,January,2023Q1
ORD-1079,2023-01-24 23:35:58.798999,First Class,Corporate,North,Electronics,Headphones,5,763.67,0.0,3818.35,828.31,January,2023Q1
ORD-1080,2023-01-25 06:53:08.657214,Standard Class,Consumer,West,Clothing,Formal Shirt,7,81.77,0.05,543.77,142.75,January,2023Q1
ORD-1081,2023-01-25 14:10:18.515429,Standard Class,Corporate,West,Office Supplies,Notebooks,6,36.49,0.0,218.94,48.4,January,2023Q1
ORD-1082,2023-01-25 21:27:28.373644,Standard Class,Home Office,East,Furniture,Sofa,3,565.4,0.05,1611.39,387.56,January,2023Q1
ORD-1083,2023-01-26 04:44:38.231859,Standard Class,Home Office,North,Electronics,Headphones,4,468.02,0.2,1497.66,190.04,January,2023Q1
ORD-1084,2023-01-26 12:01:48.090075,Standard Class,Corporate,North,Furniture,Sofa,4,268.18,0.15,911.81,234.29,January,2023Q1
ORD-1085,2023-01-26 19:18:57.948290,Second Class,Corporate,North,Furniture,Office Chair,3,551.98,0.2,1324.75,320.58,January,2023Q1
ORD-1086,2023-01-27 02:36:07.806505,Second Class,Corporate,East,Office Supplies,Notebooks,4,85.83,0.2,274.66,72.94,January,2023Q1
ORD-1087,2023-01-27 09:53:17.664720,First Class,Corporate,South,Office Supplies,Printer Paper,6,59.28,0.0,355.68,93.42,January,2023Q1
ORD-1088,2023-01-27 17:10:27.522935,First Class,Consumer,West,Clothing,Accessories,7,117.54,0.0,822.78,242.51,January,2023Q1
ORD-1089,2023-01-28 00:27:37.381150,First Class,Consumer,East,Furniture,Filing Cabinet,6,265.55,0.05,1513.64,389.61,January,2023Q1
ORD-1090,2023-01-28 07:44:47.239366,Standard Class,Consumer,North,Electronics,Smartphone,4,326.38,0.2,1044.42,171.34,January,2023Q1
ORD-1091,2023-01-28 15:01:57.097581,Second Class,Home Office,East,Office Supplies,Stapler,3,68.29,0.25,153.65,40.53,January,2023Q1
ORD-1092,2023-01-28 22:19:06.955796,Standard Class,Consumer,South,Clothing,Accessories,5,64.37,0.0,321.85,83.35,January,2023Q1
ORD-1093,2023-01-29 05:36:16.814011,Standard Class,Corporate,East,Office Supplies,Notebooks,4,59.35,0.0,237.4,50.21,January,2023Q1
ORD-1094,2023-01-29 12:53:26.672226,Second Class,Corporate,East,Clothing,Accessories,4,178.91,0.0,715.64,134.11,January,2023Q1
ORD-1095,2023-01-29 20:10:36.530442,Standard Class,Corporate,West,Furniture,Desk,4,594.87,0.1,2141.53,365.46,January,2023Q1
ORD-1096,2023-01-30 03:27:46.388657,Standard Class,Corporate,West,Office Supplies,Pens Set,4,44.23,0.1,159.23,38.75,January,2023Q1
ORD-1097,2023-01-30 10:44:56.246872,Standard Class,Consumer,North,Furniture,Bookshelf,3,447.6,0.0,1342.8,297.55,January,2023Q1
ORD-1098,2023-01-30 18:02:06.105087,Standard Class,Corporate,North,Electronics,Smartwatch,5,611.33,0.05,2903.82,677.06,January,2023Q1
ORD-1099,2023-01-31 01:19:15.963302,First Class,Corporate,East,Electronics,Laptop,5,900.49,0.1,4052.2,796.19,January,2023Q1
ORD-1100,2023-01-31 08:36:25.821517,Standard Class,Consumer,North,Electronics,Laptop,1,465.43,0.1,418.89,55.55,January,2023Q1
ORD-1101,2023-01-31 15:53:35.679733,Standard Class,Consumer,South,Office Supplies,Printer Paper,4,27.27,0.0,109.08,33.23,January,2023Q1
ORD-1102,2023-01-31 23:10:45.537948,Standard Class,Corporate,North,Furniture,Office Chair,4,240.83,0.2,770.66,169.2,January,2023Q1
ORD-1103,2023-02-01 06:27:55.396163,Standard Class,Corporate,East,Office Supplies,Stapler,1,52.17,0.05,49.56,11.69,February,2023Q1
ORD-1104,2023-02-01 13:45:05.254378,First Class,Consumer,North,Sports,Football,5,132.62,0.15,563.64,141.15,February,2023Q1
ORD-1105,2023-02-01 21:02:15.112593,Standard Class,Corporate,East,Electronics,Laptop,2,839.78,0.15,1427.63,247.84,February,2023Q1
ORD-1106,2023-02-02 04:19:24.970809,Standard Class,Corporate,West,Furniture,Office Chair,6,472.89,0.0,2837.34,809.44,February,2023Q1
ORD-1107,2023-02-02 11:36:34.829024,Second Class,Consumer,North,Clothing,Shoes,2,91.74,0.0,183.48,43.67,February,2023Q1
ORD-1108,2023-02-02 18:53:44.687239,First Class,Home Office,North,Electronics,Laptop,5,599.58,0.1,2698.11,517.12,February,2023Q1
ORD-1109,2023-02-03 02:10:54.545454,Second Class,Corporate,South,Electronics,Camera,7,338.8,0.0,2371.6,325.65,February,2023Q1
ORD-1110,2023-02-03 09:28:04.403669,First Class,Corporate,West,Electronics,Monitor,4,916.67,0.15,3116.68,545.6,February,2023Q1
ORD-1111,2023-02-03 16:45:14.261884,Standard Class,Corporate,North,Electronics,Camera,2,943.51,0.1,1698.32,257.78,February,2023Q1
ORD-1112,2023-02-04 00:02:24.120100,Standard Class,Consumer,South,Sports,Yoga Mat,3,260.12,0.15,663.31,159.37,February,2023Q1
ORD-1113,2023-02-04 07:19:33.978315,Standard Class,Consumer,North,Clothing,Shoes,3,169.12,0.0,507.36,148.45,February,2023Q1
ORD-1114,2023-02-04 14:36:43.836530,First Class,Consumer,East,Office Supplies,Notebooks,1,39.53,0.0,39.53,14.17,February,2023Q1
ORD-1115,2023-02-04 21:53:53.694745,Standard Class,Consumer,South,Clothing,Trousers,5,57.28,0.1,257.76,73.09,February,2023Q1
ORD-1116,2023-02-05 05:11:03.552960,Standard Class,Consumer,East,Clothing,Trousers,5,129.83,0.0,649.15,194.68,February,2023Q1
ORD-1117,2023-02-05 12:28:13.411175,Standard Class,Home Office,West,Electronics,Headphones,2,927.08,0.1,1668.74,246.46,February,2023Q1
ORD-1118,2023-02-05 19:45:23.269391,Standard Class,Corporate,North,Clothing,Formal Shirt,4,75.12,0.15,255.41,62.02,February,2023Q1
ORD-1119,2023-02-06 03:02:33.127606,Standard Class,Corporate,West,Office Supplies,Pens Set,5,27.51,0.05,130.67,43.71,February,2023Q1
ORD-1120,2023-02-06 10:19:42.985821,Same Day,Home Office,North,Clothing,Formal Shirt,2,160.55,0.1,288.99,78.2,February,2023Q1
ORD-1121,2023-02-06 17:36:52.844036,Standard Class,Corporate,West,Clothing,Formal Shirt,2,61.44,0.0,122.88,34.71,February,2023Q1
ORD-1122,2023-02-07 00:54:02.702251,Second Class,Consumer,East,Furniture,Office Chair,6,353.34,0.0,2120.04,389.24,February,2023Q1
ORD-1123,2023-02-07 08:11:12.560467,Second Class,Consumer,West,Electronics,Smartwatch,6,758.8,0.25,3414.6,466.54,February,2023Q1
ORD-1124,2023-02-07 15:28:22.418682,Standard Class,Corporate,North,Electronics,Camera,5,440.49,0.25,1651.84,371.69,February,2023Q1
ORD-1125,2023-02-07 22:45:32.276897,Standard Class,Corporate,North,Furniture,Office Chair,2,205.62,0.05,390.68,89.05,February,2023Q1
ORD-1126,2023-02-08 06:02:42.135112,Standard Class,Consumer,South,Clothing,Accessories,1,155.72,0.2,124.58,24.68,February,2023Q1
ORD-1127,2023-02-08 13:19:51.993327,Standard Class,Corporate,South,Clothing,Shoes,1,136.7,0.05,129.86,38.18,February,2023Q1
ORD-1128,2023-02-08 20:37:01.851542,Second Class,Consumer,North,Electronics,Smartphone,6,981.71,0.0,5890.26,1324.2,February,2023Q1
ORD-1129,2023-02-09 03:54:11.709758,Standard Class,Corporate,South,Office Supplies,Pens Set,5,51.79,0.0,258.95,62.28,February,2023Q1
ORD-1130,2023-02-09 11:11:21.567973,Standard Class,Corporate,North,Furniture,Desk,4,195.67,0.2,626.14,163.99,February,2023Q1
ORD-1131,2023-02-09 18:28:31.426188,Standard Class,Corporate,South,Electronics,Camera,7,798.73,0.0,5591.11,1268.0,February,2023Q1
ORD-1132,2023-02-10 01:45:41.284403,First Class,Home Office,West,Electronics,Smartphone,1,645.65,0.05,613.37,139.45,February,2023Q1
ORD-1133,2023-02-10 09:02:51.142618,First Class,Corporate,South,Furniture,Desk,1,263.52,0.05,250.34,68.76,February,2023Q1
ORD-1134,2023-02-10 16:20:01.000834,First Class,Home Office,North,Sports,Cricket Bat,6,222.09,0.1,1199.29,246.54,February,2023Q1
ORD-1135,2023-02-10 23:37:10.859049,Second Class,Home Office,South,Furniture,Desk,6,259.28,0.05,1477.9,297.09,February,2023Q1
ORD-1136,2023-02-11 06:54:20.717264,Standard Class,Corporate,North,Office Supplies,Printer Paper,5,45.77,0.0,228.85,48.36,February,2023Q1
ORD-1137,2023-02-11 14:11:30.575479,Second Class,Corporate,West,Office Supplies,Notebooks,6,33.66,0.0,201.96,44.63,February,2023Q1
ORD-1138,2023-02-11 21:28:40.433694,Standard Class,Consumer,North,Furniture,Bookshelf,3,346.95,0.1,936.76,197.29,February,2023Q1
ORD-1139,2023-02-12 04:45:50.291909,Second Class,Consumer,East,Sports,Cycle,7,152.43,0.1,960.31,180.46,February,2023Q1
ORD-1140,2023-02-12 12:03:00.150125,Second Class,Corporate,West,Sports,Football,2,170.8,0.05,324.52,52.63,February,2023Q1
ORD-1141,2023-02-12 19:20:10.008340,Standard Class,Consumer,West,Electronics,Tablet,1,780.45,0.1,702.41,118.5,February,2023Q1
ORD-1142,2023-02-13 02:37:19.866555,Second Class,Consumer,East,Furniture,Office Chair,3,573.93,0.0,1721.79,304.85,February,2023Q1
ORD-1143,2023-02-13 09:54:29.724770,First Class,Home Office,West,Furniture,Office Chair,4,229.7,0.2,735.04,195.55,February,2023Q1
ORD-1144,2023-02-13 17:11:39.582985,Standard Class,Home Office,West,Electronics,Monitor,3,309.13,0.05,881.02,139.38,February,2023Q1
ORD-1145,2023-02-14 00:28:49.441201,First Class,Corporate,East,Electronics,Monitor,5,283.34,0.0,1416.7,270.09,February,2023Q1
ORD-1146,2023-02-14 07:45:59.299416,Standard Class,Consumer,East,Office Supplies,Notebooks,4,37.34,0.05,141.89,42.64,February,2023Q1
ORD-1147,2023-02-14 15:03:09.157631,Standard Class,Consumer,East,Office Supplies,Pens Set,4,74.37,0.15,252.86,55.46,February,2023Q1
ORD-1148,2023-02-14 22:20:19.015846,Standard Class,Consumer,East,Electronics,Headphones,6,793.78,0.2,3810.14,867.8,February,2023Q1
ORD-1149,2023-02-15 05:37:28.874061,Standard Class,Consumer,East,Electronics,Smartphone,3,836.28,0.0,2508.84,458.97,February,2023Q1
ORD-1150,2023-02-15 12:54:38.732276,First Class,Consumer,South,Sports,Yoga Mat,5,118.79,0.1,534.56,95.69,February,2023Q1
ORD-1151,2023-02-15 20:11:48.590492,First Class,Consumer,North,Electronics,Camera,1,490.24,0.0,490.24,70.14,February,2023Q1
ORD-1152,2023-02-16 03:28:58.448707,Second Class,Home Office,North,Electronics,Headphones,7,617.86,0.0,4325.02,703.08,February,2023Q1
ORD-1153,2023-02-16 10:46:08.306922,Standard Class,Corporate,North,Furniture,Bookshelf,6,196.31,0.05,1118.97,175.35,February,2023Q1
ORD-1154,2023-02-16 18:03:18.165137,First Class,Consumer,North,Sports,Football,3,189.34,0.1,511.22,93.87,February,2023Q1
ORD-1155,2023-02-17 01:20:28.023352,Standard Class,Consumer,North,Electronics,Headphones,1,978.29,0.15,831.55,152.51,February,2023Q1
ORD-1156,2023-02-17 08:37:37.881567,First Class,Corporate,East,Office Supplies,Printer Paper,3,52.98,0.0,158.94,58.32,February,2023Q1
ORD-1157,2023-02-17 15:54:47.739783,Standard Class,Consumer,South,Clothing,Trousers,6,153.39,0.0,920.34,255.95,February,2023Q1
ORD-1158,2023-02-17 23:11:57.597998,Standard Class,Home Office,West,Electronics,Camera,1,630.02,0.05,598.52,82.63,February,2023Q1
ORD-1159,2023-02-18 06:29:07.456213,Second Class,Consumer,North,Office Supplies,Pens Set,6,36.2,0.0,217.2,51.39,February,2023Q1
ORD-1160,2023-02-18 13:46:17.314428,Standard Class,Consumer,North,Furniture,Bookshelf,3,428.84,0.0,1286.52,270.83,February,2023Q1
ORD-1161,2023-02-18 21:03:27.172643,Standard Class,Consumer,East,Office Supplies,Notebooks,4,48.59,0.0,194.36,47.66,February,2023Q1
ORD-1162,2023-02-19 04:20:37.030859,Standard Class,Consumer,East,Office Supplies,Printer Paper,7,29.48,0.05,196.04,42.15,February,2023Q1
ORD-1163,2023-02-19 11:37:46.889074,Standard Class,Corporate,North,Office Supplies,Pens Set,2,72.71,0.0,145.42,51.61,February,2023Q1
ORD-1164,2023-02-19 18:54:56.747289,Standard Class,Corporate,West,Electronics,Camera,7,888.43,0.05,5908.06,756.87,February,2023Q1
ORD-1165,2023-02-20 02:12:06.605504,Standard Class,Corporate,West,Clothing,Jacket,4,97.89,0.0,391.56,117.31,February,2023Q1
ORD-1166,2023-02-20 09:29:16.463719,Standard Class,Consumer,South,Furniture,Desk,6,342.85,0.0,2057.1,355.92,February,2023Q1
ORD-1167,2023-02-20 16:46:26.321934,Standard Class,Corporate,South,Electronics,Camera,7,911.54,0.1,5742.7,1328.09,February,2023Q1
ORD-1168,2023-02-21 00:03:36.180150,Second Class,Corporate,West,Electronics,Headphones,6,855.8,0.0,5134.8,981.87,February,2023Q1
ORD-1169,2023-02-21 07:20:46.038365,Standard Class,Home Office,East,Office Supplies,Printer Paper,6,78.48,0.1,423.79,145.06,February,2023Q1
ORD-1170,2023-02-21 14:37:55.896580,First Class,Consumer,East,Office Supplies,Folders,1,44.91,0.0,44.91,10.32,February,2023Q1
ORD-1171,2023-02-21 21:55:05.754795,First Class,Consumer,West,Electronics,Laptop,5,925.36,0.05,4395.46,963.08,February,2023Q1
ORD-1172,2023-02-22 05:12:15.613010,Standard Class,Corporate,South,Office Supplies,Folders,6,38.12,0.0,228.72,82.58,February,2023Q1
ORD-1173,2023-02-22 12:29:25.471226,Second Class,Corporate,South,Electronics,Tablet,7,721.27,0.0,5048.89,992.22,February,2023Q1
ORD-1174,2023-02-22 19:46:35.329441,First Class,Consumer,North,Office Supplies,Pens Set,7,29.07,0.05,193.32,58.08,February,2023Q1
ORD-1175,2023-02-23 03:03:45.187656,Same Day,Consumer,East,Electronics,Tablet,7,733.48,0.2,4107.49,837.6,February,2023Q1
ORD-1176,2023-02-23 10:20:55.045871,Standard Class,Consumer,East,Office Supplies,Printer Paper,4,46.95,0.0,187.8,39.64,February,2023Q1
ORD-1177,2023-02-23 17:38:04.904086,Standard Class,Home Office,East,Furniture,Filing Cabinet,2,369.46,0.05,701.97,163.0,February,2023Q1
ORD-1178,2023-02-24 00:55:14.762301,Second Class,Consumer,North,Sports,Cycle,6,138.29,0.1,746.77,180.49,February,2023Q1
ORD-1179,2023-02-24 08:12:24.620517,Second Class,Home Office,North,Electronics,Monitor,6,394.38,0.05,2247.97,369.89,February,2023Q1
ORD-1180,2023-02-24 15:29:34.478732,Second Class,Corporate,South,Furniture,Filing Cabinet,6,446.65,0.15,2277.91,383.36,February,2023Q1
ORD-1181,2023-02-24 22:46:44.336947,Standard Class,Home Office,East,Electronics,Monitor,1,905.02,0.0,905.02,155.17,February,2023Q1
ORD-1182,2023-02-25 06:03:54.195162,First Class,Corporate,East,Sports,Football,6,256.14,0.2,1229.47,279.4,February,2023Q1
ORD-1183,2023-02-25 13:21:04.053377,Same Day,Consumer,North,Clothing,Shoes,4,77.16,0.0,308.64,58.98,February,2023Q1
ORD-1184,2023-02-25 20:38:13.911592,Standard Class,Home Office,West,Electronics,Smartphone,3,786.51,0.0,2359.53,349.81,February,2023Q1
ORD-1185,2023-02-26 03:55:23.769808,Standard Class,Consumer,North,Office Supplies,Pens Set,5,74.83,0.15,318.03,75.23,February,2023Q1
ORD-1186,2023-02-26 11:12:33.628023,Standard Class,Home Office,West,Clothing,Jacket,7,97.7,0.05,649.7,191.36,February,2023Q1
ORD-1187,2023-02-26 18:29:43.486238,First Class,Corporate,North,Office Supplies,Folders,6,28.38,0.05,161.77,35.8,February,2023Q1
ORD-1188,2023-02-27 01:46:53.344453,Second Class,Consumer,East,Office Supplies,Notebooks,1,76.66,0.1,68.99,23.01,February,2023Q1
ORD-1189,2023-02-27 09:04:03.202668,Second Class,Corporate,North,Electronics,Tablet,4,950.76,0.05,3612.89,598.21,February,2023Q1
